Tempo (s)	Pressão (MPa)
3.35481e+04	9.66600e-01
3.35581e+04	9.58300e-01
3.35682e+04	9.59100e-01
3.35784e+04	9.56700e-01
3.35885e+04	9.55900e-01
3.35985e+04	9.67400e-01
3.36087e+04	9.65500e-01
3.36187e+04	9.61100e-01
3.36293e+04	9.60500e-01
3.36394e+04	9.88000e-01
3.36494e+04	9.83500e-01
3.36595e+04	9.71000e-01
3.36696e+04	9.58900e-01
3.36800e+04	9.63900e-01
3.36901e+04	9.65700e-01
3.37002e+04	9.66600e-01
3.37103e+04	9.81500e-01
3.37205e+04	9.79300e-01
3.37307e+04	9.71700e-01
3.37407e+04	9.68000e-01
3.37507e+04	9.60000e-01
3.37608e+04	9.78500e-01
3.37709e+04	1.01870e+00
3.37809e+04	1.04340e+00
3.37909e+04	1.02100e+00
3.38010e+04	1.01100e+00
3.38112e+04	9.97800e-01
3.38213e+04	9.96900e-01
3.38314e+04	9.71100e-01
3.38416e+04	9.72500e-01
3.38516e+04	9.65400e-01
3.38617e+04	9.68900e-01
3.38717e+04	9.65200e-01
3.38819e+04	9.66200e-01
3.38920e+04	9.65500e-01
3.39022e+04	9.64400e-01
3.39125e+04	9.75000e-01
3.39227e+04	9.58900e-01
3.39330e+04	9.73600e-01
3.39431e+04	9.68600e-01
3.39532e+04	9.82500e-01
3.39634e+04	9.78000e-01
3.39736e+04	9.69700e-01
3.39836e+04	9.62100e-01
3.39937e+04	9.76600e-01
3.40037e+04	9.68100e-01
3.40138e+04	9.70800e-01
3.40239e+04	9.61900e-01
3.40340e+04	9.54400e-01
3.40440e+04	9.59400e-01
3.40543e+04	9.52300e-01
3.40647e+04	9.71600e-01
3.40748e+04	9.73200e-01
3.40851e+04	9.61600e-01
3.40953e+04	9.55500e-01
3.41054e+04	9.48900e-01
3.41156e+04	9.46200e-01
3.41258e+04	9.50600e-01
3.41359e+04	9.48300e-01
3.41459e+04	9.53100e-01
3.41563e+04	9.54600e-01
3.41663e+04	9.51700e-01
3.41765e+04	9.60900e-01
3.41865e+04	9.57400e-01
3.41965e+04	9.54600e-01
3.42068e+04	9.76400e-01
3.42171e+04	9.71000e-01
3.42272e+04	9.61700e-01
3.42372e+04	9.51900e-01
3.42473e+04	9.49200e-01
3.42576e+04	9.63200e-01
3.42677e+04	9.57400e-01
3.42777e+04	9.62600e-01
3.42877e+04	9.50500e-01
3.42978e+04	9.76400e-01
3.43081e+04	9.63600e-01
3.43183e+04	9.59600e-01
3.43284e+04	9.64400e-01
3.43386e+04	9.52500e-01
3.43488e+04	9.61300e-01
3.43591e+04	9.78300e-01
3.43692e+04	9.60700e-01
3.44299e+04	1.01370e+00
3.44401e+04	9.85400e-01
3.44502e+04	9.71000e-01
3.44603e+04	9.65600e-01
3.44705e+04	9.69500e-01
3.44806e+04	9.54500e-01
3.44908e+04	9.54300e-01
3.45009e+04	9.52100e-01
3.45110e+04	9.54900e-01
3.45211e+04	9.46100e-01
3.45314e+04	9.53900e-01
3.45415e+04	9.45300e-01
3.45516e+04	9.38500e-01
3.45619e+04	9.35700e-01
3.45719e+04	9.62400e-01
3.45821e+04	9.25200e-01
3.45925e+04	9.28800e-01
3.46027e+04	9.25000e-01
3.46129e+04	9.27100e-01
3.46229e+04	9.22200e-01
3.46329e+04	9.26100e-01
3.46430e+04	9.29700e-01
3.46533e+04	9.23600e-01
3.46633e+04	9.25200e-01
3.46734e+04	9.25600e-01
3.46834e+04	9.30300e-01
3.46937e+04	9.14600e-01
3.47039e+04	9.17200e-01
3.47139e+04	9.20400e-01
3.47241e+04	9.20200e-01
3.47343e+04	9.20200e-01
3.47444e+04	9.13300e-01
3.47547e+04	9.29500e-01
3.47648e+04	9.18200e-01
3.47750e+04	9.21600e-01
3.47852e+04	9.15200e-01
3.47953e+04	9.23900e-01
3.48053e+04	9.18900e-01
3.48155e+04	9.17500e-01
3.48255e+04	9.16300e-01
3.48356e+04	9.20800e-01
3.48456e+04	9.29700e-01
3.48557e+04	9.23900e-01
3.48660e+04	9.46300e-01
3.48761e+04	9.76600e-01
3.48861e+04	9.47400e-01
3.48962e+04	9.36500e-01
3.49065e+04	9.26300e-01
3.49166e+04	9.56000e-01
3.49266e+04	9.33300e-01
3.49368e+04	9.28500e-01
3.49468e+04	9.27900e-01
3.49568e+04	9.27800e-01
3.49670e+04	9.56400e-01
3.49771e+04	9.58500e-01
3.49873e+04	9.52400e-01
3.49974e+04	9.36900e-01
3.50077e+04	9.33500e-01
3.50178e+04	9.30700e-01
3.50280e+04	9.29800e-01
3.50380e+04	9.27000e-01
3.50481e+04	9.31100e-01
3.50582e+04	9.29300e-01
3.50683e+04	9.28700e-01
3.50785e+04	9.34800e-01
3.50885e+04	9.35600e-01
3.50987e+04	9.33600e-01
3.51087e+04	9.37500e-01
3.51189e+04	9.74900e-01
3.51290e+04	9.70500e-01
3.51390e+04	9.37500e-01
3.51492e+04	9.48000e-01
3.51593e+04	9.35500e-01
3.51695e+04	9.37400e-01
3.51797e+04	9.40500e-01
3.51898e+04	9.42800e-01
3.52000e+04	9.37200e-01
3.52101e+04	9.45900e-01
3.52203e+04	9.33600e-01
3.52305e+04	9.46800e-01
3.52406e+04	9.36600e-01
3.52508e+04	9.37000e-01
3.52611e+04	9.41300e-01
3.52713e+04	9.98800e-01
3.52815e+04	1.00660e+00
3.52916e+04	9.98400e-01
3.53019e+04	9.61900e-01
3.53120e+04	9.50600e-01
3.53221e+04	9.40600e-01
3.53322e+04	9.36900e-01
3.53422e+04	9.52500e-01
3.53523e+04	9.40300e-01
3.53625e+04	9.69200e-01
3.53726e+04	9.70100e-01
3.53827e+04	9.38000e-01
3.53928e+04	9.47600e-01
3.54028e+04	9.43500e-01
3.54129e+04	9.42500e-01
3.54232e+04	9.44100e-01
3.54333e+04	9.45200e-01
3.54437e+04	9.42100e-01
3.54538e+04	9.40600e-01
3.54638e+04	9.47600e-01
3.54739e+04	9.45800e-01
3.54841e+04	9.51300e-01
3.54941e+04	9.43000e-01
3.55044e+04	9.48100e-01
3.55145e+04	9.44800e-01
3.55248e+04	9.46400e-01
3.55349e+04	9.48800e-01
3.55449e+04	9.50300e-01
3.55550e+04	9.47000e-01
3.55651e+04	9.56100e-01
3.55753e+04	9.44400e-01
3.55853e+04	9.56900e-01
3.55954e+04	9.50500e-01
3.56055e+04	9.50700e-01
3.56155e+04	1.08020e+00
3.56256e+04	1.04480e+00
3.56356e+04	9.95500e-01
3.56456e+04	9.75900e-01
3.56557e+04	9.66500e-01
3.56659e+04	9.57200e-01
3.56762e+04	9.55300e-01
3.56862e+04	9.55200e-01
3.56963e+04	9.54400e-01
3.57064e+04	9.58700e-01
3.57166e+04	9.55200e-01
3.57269e+04	9.59200e-01
3.57369e+04	9.57100e-01
3.57472e+04	9.78200e-01
3.57573e+04	9.64700e-01
3.57673e+04	9.70600e-01
3.57774e+04	9.61200e-01
3.57876e+04	9.59900e-01
3.57978e+04	9.59200e-01
3.58080e+04	9.61500e-01
3.58183e+04	9.68000e-01
3.58286e+04	9.65800e-01
3.58387e+04	9.52300e-01
3.58489e+04	9.66800e-01
3.58590e+04	9.78300e-01
3.58691e+04	9.60800e-01
3.58793e+04	9.58300e-01
3.58894e+04	9.53700e-01
3.58997e+04	9.52900e-01
3.59097e+04	9.56300e-01
3.59198e+04	9.74600e-01
3.59299e+04	9.61200e-01
3.59400e+04	9.61800e-01
3.59501e+04	9.65600e-01
3.59603e+04	9.60300e-01
3.59703e+04	9.70700e-01
3.59804e+04	1.02610e+00
3.59905e+04	1.03550e+00
3.60006e+04	1.04390e+00
3.60107e+04	1.03390e+00
3.60209e+04	9.92700e-01
3.60310e+04	9.65100e-01
3.60411e+04	9.55500e-01
3.60512e+04	9.55700e-01
3.60614e+04	9.50000e-01
3.60715e+04	9.51600e-01
3.60815e+04	9.49700e-01
3.60916e+04	9.58800e-01
3.61017e+04	9.53100e-01
3.61118e+04	9.51100e-01
3.61218e+04	9.52300e-01
3.61319e+04	9.52600e-01
3.61420e+04	9.54600e-01
3.61523e+04	9.63800e-01
3.61624e+04	9.57900e-01
3.61725e+04	9.56000e-01
3.61828e+04	9.71500e-01
3.61929e+04	9.63400e-01
3.62030e+04	9.43800e-01
3.62132e+04	9.92300e-01
3.62234e+04	1.01200e+00
3.62337e+04	1.00440e+00
3.62437e+04	1.00560e+00
3.62537e+04	9.84800e-01
3.62639e+04	9.66000e-01
3.62741e+04	9.44300e-01
3.62846e+04	9.47100e-01
3.62947e+04	9.44700e-01
3.63049e+04	9.47200e-01
3.63151e+04	9.37900e-01
3.63252e+04	9.37500e-01
3.63353e+04	9.42100e-01
3.63453e+04	9.34400e-01
3.63554e+04	9.58000e-01
3.63654e+04	9.41900e-01
3.63754e+04	9.40500e-01
3.63857e+04	9.37900e-01
3.63958e+04	9.37400e-01
3.64061e+04	9.41600e-01
3.64161e+04	9.37700e-01
3.64263e+04	9.33400e-01
3.64365e+04	9.48400e-01
3.64469e+04	9.40500e-01
3.64572e+04	9.40200e-01
3.64673e+04	9.40400e-01
3.64773e+04	9.40700e-01
3.64876e+04	9.36100e-01
3.64978e+04	9.64000e-01
3.65080e+04	9.38200e-01
3.65180e+04	9.36500e-01
3.65282e+04	9.36600e-01
3.65383e+04	9.36400e-01
3.65486e+04	9.32800e-01
3.65588e+04	9.32100e-01
3.65688e+04	9.33800e-01
3.65789e+04	9.29900e-01
3.65890e+04	9.60200e-01
3.65990e+04	9.51700e-01
3.66093e+04	9.46500e-01
3.66194e+04	9.50200e-01
3.66295e+04	9.51800e-01
3.66398e+04	9.38000e-01
3.66499e+04	9.37700e-01
3.66600e+04	8.19600e-01
3.66701e+04	9.06500e-01
3.66804e+04	7.99800e-01
3.66904e+04	7.34800e-01
3.67006e+04	7.21500e-01
3.67108e+04	7.13800e-01
3.67208e+04	7.15200e-01
3.67310e+04	7.17100e-01
3.67405e+04	7.12800e-01
3.67502e+04	7.12700e-01
3.67604e+04	7.02500e-01
3.67706e+04	7.14100e-01
3.67807e+04	7.16600e-01
3.67909e+04	9.55600e-01
3.68012e+04	8.65700e-01
3.68113e+04	8.39200e-01
3.68214e+04	8.28500e-01
3.68317e+04	8.15200e-01
3.68418e+04	8.00200e-01
3.68518e+04	7.95000e-01
3.68622e+04	8.05200e-01
3.68722e+04	7.66100e-01
3.68822e+04	7.54200e-01
3.68925e+04	7.50000e-01
3.69026e+04	7.37000e-01
3.69127e+04	7.36500e-01
3.69229e+04	7.30400e-01
3.69329e+04	7.23500e-01
3.69429e+04	7.39300e-01
3.69532e+04	7.36600e-01
3.69633e+04	6.98900e-01
3.69735e+04	9.61900e-01
3.69836e+04	6.63400e-01
3.69937e+04	6.87100e-01
3.70037e+04	5.97200e-01
3.70139e+04	5.77700e-01
3.70241e+04	5.44400e-01
3.70341e+04	5.51300e-01
3.70443e+04	4.77600e-01
3.70544e+04	4.67300e-01
3.70646e+04	4.40200e-01
3.70747e+04	4.07400e-01
3.70849e+04	4.28900e-01
3.70949e+04	3.77700e-01
3.71051e+04	3.92500e-01
3.71152e+04	3.98300e-01
3.71254e+04	5.34000e-01
3.71354e+04	3.61600e-01
3.71454e+04	4.92900e-01
3.71556e+04	3.44500e-01
3.71657e+04	3.70100e-01
3.71758e+04	3.12900e-01
3.71859e+04	2.97400e-01
3.71960e+04	5.34700e-01
3.72062e+04	2.93400e-01
3.72166e+04	3.09600e-01
3.72266e+04	2.63600e-01
3.72368e+04	2.65100e-01
3.72469e+04	2.14500e-01
3.72572e+04	3.49600e-01
3.72674e+04	3.13200e-01
3.72775e+04	2.56600e-01
3.72876e+04	3.18900e-01
3.72978e+04	3.41700e-01
3.73081e+04	2.45900e-01
3.73182e+04	2.95700e-01
3.73282e+04	3.78700e-01
3.73383e+04	3.40300e-01
3.73487e+04	2.36600e-01
3.73589e+04	2.14600e-01
3.73690e+04	1.98400e-01
3.73790e+04	2.10100e-01
3.73890e+04	1.93100e-01
3.73992e+04	1.84500e-01
3.74095e+04	1.81500e-01
3.74195e+04	1.99000e-01
3.74297e+04	1.87600e-01
3.74397e+04	1.83800e-01
3.74498e+04	1.70300e-01
3.74602e+04	1.74000e-01
3.74704e+04	1.61400e-01
3.74804e+04	1.51800e-01
3.74905e+04	1.54600e-01
3.75006e+04	1.61900e-01
3.75107e+04	1.71800e-01
3.75209e+04	1.28100e-01
3.75311e+04	1.28400e-01
3.75412e+04	1.97100e-01
3.75513e+04	1.68000e-01
3.75615e+04	1.39000e-01
3.75718e+04	1.45000e-01
3.75821e+04	1.11800e-01
3.75922e+04	1.04800e-01
3.76025e+04	1.05300e-01
3.76128e+04	1.08400e-01
3.76229e+04	1.44200e-01
3.76332e+04	1.00500e-01
3.76432e+04	9.21000e-02
3.76533e+04	9.93000e-02
3.76635e+04	1.25500e-01
3.76735e+04	1.20000e-01
3.76836e+04	1.14800e-01
3.76937e+04	8.42000e-02
3.77037e+04	9.07000e-02
3.77137e+04	1.35400e-01
3.77240e+04	1.42500e-01
3.77341e+04	1.10300e-01
3.77441e+04	9.22000e-02
3.77541e+04	8.88000e-02
3.77645e+04	6.90000e-02
3.77746e+04	6.97000e-02
3.77847e+04	8.26000e-02
3.77950e+04	6.97000e-02
3.78052e+04	7.63000e-02
3.78155e+04	1.23600e-01
3.78256e+04	1.28000e-01
3.78358e+04	1.09100e-01
3.78460e+04	1.10600e-01
3.78560e+04	1.12900e-01
3.78661e+04	8.69000e-02
3.78762e+04	7.14000e-02
3.78864e+04	7.06000e-02
3.78964e+04	8.61000e-02
3.79064e+04	6.15000e-02
3.79164e+04	7.39000e-02
3.79267e+04	6.17000e-02
3.79368e+04	6.90000e-02
3.79469e+04	6.18000e-02
3.79573e+04	6.93000e-02
3.79674e+04	5.24000e-02
3.79775e+04	6.42000e-02
3.79875e+04	5.61000e-02
3.79977e+04	7.74000e-02
3.80077e+04	4.86000e-02
3.80177e+04	5.42000e-02
3.80278e+04	9.77000e-02
3.80368e+04	5.76000e-02
3.80470e+04	6.48000e-02
3.80570e+04	4.96000e-02
3.80672e+04	6.19000e-02
3.80772e+04	7.41000e-02
3.80874e+04	4.57000e-02
3.80977e+04	6.59000e-02
3.81078e+04	5.30000e-02
3.81178e+04	4.85000e-02
3.81279e+04	6.62000e-02
3.81382e+04	4.77000e-02
3.81483e+04	5.02000e-02
3.81585e+04	5.87000e-02
3.81687e+04	1.18600e-01
3.81787e+04	1.67100e-01
3.81887e+04	2.21500e-01
3.81987e+04	3.18900e-01
3.82088e+04	3.22100e-01
3.82188e+04	2.79500e-01
3.82290e+04	2.63600e-01
3.82391e+04	2.76800e-01
3.82494e+04	2.65200e-01
3.82595e+04	3.10300e-01
3.82697e+04	3.15300e-01
3.82797e+04	2.91600e-01
3.82902e+04	2.96600e-01
3.83004e+04	2.97700e-01
3.83104e+04	2.86200e-01
3.83207e+04	2.45900e-01
3.83308e+04	1.88300e-01
3.83409e+04	2.10100e-01
3.83509e+04	2.45100e-01
3.83609e+04	2.57100e-01
3.83712e+04	2.93000e-01
3.83814e+04	3.11300e-01
3.83915e+04	3.12200e-01
3.84017e+04	3.29800e-01
3.84119e+04	3.25800e-01
3.84219e+04	3.14200e-01
3.84319e+04	3.05300e-01
3.84420e+04	2.96100e-01
3.84523e+04	2.87000e-01
3.84623e+04	2.80000e-01
3.84725e+04	2.82000e-01
3.84827e+04	2.89100e-01
3.84930e+04	2.69100e-01
3.85031e+04	2.64300e-01
3.85335e+04	2.63900e-01
3.85436e+04	2.78000e-01
3.85539e+04	2.56700e-01
3.85640e+04	2.61500e-01
3.85742e+04	2.60900e-01
3.85842e+04	2.80600e-01
3.85945e+04	2.72000e-01
3.86048e+04	2.65500e-01
3.86150e+04	2.87400e-01
3.86251e+04	2.83700e-01
3.86351e+04	2.85500e-01
3.86453e+04	2.95800e-01
3.86555e+04	3.13000e-01
3.86656e+04	3.05200e-01
3.86758e+04	2.80200e-01
3.86858e+04	2.73700e-01
3.86960e+04	2.51000e-01
3.87062e+04	2.51900e-01
3.87163e+04	2.56300e-01
3.87265e+04	2.59600e-01
3.87365e+04	2.60100e-01
3.87467e+04	2.70300e-01
3.87569e+04	3.08900e-01
3.87670e+04	3.21600e-01
3.87771e+04	3.05300e-01
3.87873e+04	2.76500e-01
3.87974e+04	2.71200e-01
3.88074e+04	2.81500e-01
3.88174e+04	2.73600e-01
3.88274e+04	2.79700e-01
3.88375e+04	2.84100e-01
3.88476e+04	2.89000e-01
3.88578e+04	3.18500e-01
3.88678e+04	3.55700e-01
3.88780e+04	3.53100e-01
3.88883e+04	3.85000e-01
3.88985e+04	3.95100e-01
3.89085e+04	4.10200e-01
3.89186e+04	4.28400e-01
3.89287e+04	4.32500e-01
3.89387e+04	4.45200e-01
3.89490e+04	4.53300e-01
3.89592e+04	4.64000e-01
3.89693e+04	4.82900e-01
3.89797e+04	4.90200e-01
3.89898e+04	4.95600e-01
3.89999e+04	4.97600e-01
3.90100e+04	5.06000e-01
3.90202e+04	5.15500e-01
3.90303e+04	5.21200e-01
3.90405e+04	5.24300e-01
3.90505e+04	5.26400e-01
3.90605e+04	5.24700e-01
3.90706e+04	5.21200e-01
3.90808e+04	5.09200e-01
3.90909e+04	4.94700e-01
3.91012e+04	4.68000e-01
3.91114e+04	4.28900e-01
3.91216e+04	3.87700e-01
3.91317e+04	3.57000e-01
3.91418e+04	3.43300e-01
3.91519e+04	3.38000e-01
3.91619e+04	3.33400e-01
3.91720e+04	3.35500e-01
3.91823e+04	3.41400e-01
3.91926e+04	3.40600e-01
3.92028e+04	3.41200e-01
3.92128e+04	3.50600e-01
3.92229e+04	3.56500e-01
3.92330e+04	3.62700e-01
3.92431e+04	3.68900e-01
3.92532e+04	3.80600e-01
3.92634e+04	3.88400e-01
3.92737e+04	4.20000e-01
3.92837e+04	3.80000e-01
3.92941e+04	3.66400e-01
3.93042e+04	3.66800e-01
3.93144e+04	3.84300e-01
3.93245e+04	3.73100e-01
3.93348e+04	3.74100e-01
3.93450e+04	3.73000e-01
3.93551e+04	3.74100e-01
3.93652e+04	3.77100e-01
3.93753e+04	3.79700e-01
3.93855e+04	3.82400e-01
3.93957e+04	3.83200e-01
3.94058e+04	3.85600e-01
3.94158e+04	3.86000e-01
3.94260e+04	3.90700e-01
3.94362e+04	3.96300e-01
3.94463e+04	4.08700e-01
3.94567e+04	3.97500e-01
3.94669e+04	4.00500e-01
3.94769e+04	4.02500e-01
3.94870e+04	4.05600e-01
3.94970e+04	4.08300e-01
3.95071e+04	4.09100e-01
3.95172e+04	4.12600e-01
3.95273e+04	4.14200e-01
3.95374e+04	4.16900e-01
3.95474e+04	4.18600e-01
3.95575e+04	4.20900e-01
3.95678e+04	4.52700e-01
3.95780e+04	4.49200e-01
3.95882e+04	4.36900e-01
3.95984e+04	4.36200e-01
3.96085e+04	4.36800e-01
3.96187e+04	4.40700e-01
3.96288e+04	4.41700e-01
3.96388e+04	4.45000e-01
3.96491e+04	4.45400e-01
3.96592e+04	4.55500e-01
3.96693e+04	4.53600e-01
3.96794e+04	4.55600e-01
3.96896e+04	4.58700e-01
3.96998e+04	4.63000e-01
3.97098e+04	4.66700e-01
3.97200e+04	4.71200e-01
3.97300e+04	4.71300e-01
3.97403e+04	4.77500e-01
3.97505e+04	4.97400e-01
3.97606e+04	4.85400e-01
3.97708e+04	4.85300e-01
3.97808e+04	4.87200e-01
3.97909e+04	4.90000e-01
3.98012e+04	4.92000e-01
3.98112e+04	4.96800e-01
3.98214e+04	5.03900e-01
3.98315e+04	5.01900e-01
3.98416e+04	5.03800e-01
3.98516e+04	5.07200e-01
3.98619e+04	5.09800e-01
3.98719e+04	5.12800e-01
3.98819e+04	5.15400e-01
3.98921e+04	5.18400e-01
3.99021e+04	5.23100e-01
3.99122e+04	5.23000e-01
3.99223e+04	5.24400e-01
3.99325e+04	5.30900e-01
3.99425e+04	5.30700e-01
3.99525e+04	5.33300e-01
3.99625e+04	5.35900e-01
3.99726e+04	5.75300e-01
3.99828e+04	5.57800e-01
3.99929e+04	5.49600e-01
4.00029e+04	5.47500e-01
4.00133e+04	5.50600e-01
4.00233e+04	5.51000e-01
4.00334e+04	5.53700e-01
4.00435e+04	5.55600e-01
4.00536e+04	5.85400e-01
4.00638e+04	5.80000e-01
4.00740e+04	5.69000e-01
4.00842e+04	5.66200e-01
4.00943e+04	5.76000e-01
4.01043e+04	5.68000e-01
4.01145e+04	5.66300e-01
4.01248e+04	5.67600e-01
4.01348e+04	5.69700e-01
4.01449e+04	5.70900e-01
4.01553e+04	5.73000e-01
4.01656e+04	5.75000e-01
4.01756e+04	5.74800e-01
4.01857e+04	5.77400e-01
4.01959e+04	5.78800e-01
4.02062e+04	5.82000e-01
4.02165e+04	5.84900e-01
4.02265e+04	5.84200e-01
4.02366e+04	5.85700e-01
4.02467e+04	5.88000e-01
4.02570e+04	5.90300e-01
4.02670e+04	5.91500e-01
4.02771e+04	6.13600e-01
4.02873e+04	6.11000e-01
4.02974e+04	6.04200e-01
4.03077e+04	6.00400e-01
4.03177e+04	6.01000e-01
4.03278e+04	6.03200e-01
4.03380e+04	6.04100e-01
4.03484e+04	6.05100e-01
4.03584e+04	6.11100e-01
4.03684e+04	6.10600e-01
4.03786e+04	6.23900e-01
4.03886e+04	6.16400e-01
4.03987e+04	6.63300e-01
4.04090e+04	6.84200e-01
4.04190e+04	6.68800e-01
4.04292e+04	6.51200e-01
4.04394e+04	6.48600e-01
4.04497e+04	6.35700e-01
4.04598e+04	6.32900e-01
4.04699e+04	6.32500e-01
4.04801e+04	6.52500e-01
4.04902e+04	6.91500e-01
4.05003e+04	6.95200e-01
4.05104e+04	6.94300e-01
4.05207e+04	6.89200e-01
4.05308e+04	6.77500e-01
4.05408e+04	6.63800e-01
4.05508e+04	6.54300e-01
4.05609e+04	6.53700e-01
4.05713e+04	6.54400e-01
4.05813e+04	6.53500e-01
4.05913e+04	6.54500e-01
4.06015e+04	6.79000e-01
4.06117e+04	6.82700e-01
4.06217e+04	6.73900e-01
4.06318e+04	6.62400e-01
4.06419e+04	6.78500e-01
4.06520e+04	6.88600e-01
4.06621e+04	6.73500e-01
4.06724e+04	6.76400e-01
4.06825e+04	6.76900e-01
4.06926e+04	6.76200e-01
4.07027e+04	6.85600e-01
4.07128e+04	6.78000e-01
4.07230e+04	6.80500e-01
4.07331e+04	7.15800e-01
4.07433e+04	7.24500e-01
4.07535e+04	7.13100e-01
4.07637e+04	6.96500e-01
4.07739e+04	6.92100e-01
4.07842e+04	7.01800e-01
4.07944e+04	6.97400e-01
4.08044e+04	7.00600e-01
4.08144e+04	7.04600e-01
4.08245e+04	7.04600e-01
4.08346e+04	7.08600e-01
4.08446e+04	7.12800e-01
4.08549e+04	7.12200e-01
4.08652e+04	7.12000e-01
4.08754e+04	7.25700e-01
4.08854e+04	7.18700e-01
4.08954e+04	7.17400e-01
4.09054e+04	7.27600e-01
4.09158e+04	7.31800e-01
4.09259e+04	7.22500e-01
4.09362e+04	7.28300e-01
4.09464e+04	7.27200e-01
4.09565e+04	7.54200e-01
4.09666e+04	7.52500e-01
4.09768e+04	7.44200e-01
4.09869e+04	7.36000e-01
4.09972e+04	7.35800e-01
4.10073e+04	7.37100e-01
4.10175e+04	7.34300e-01
4.10278e+04	7.47600e-01
4.10378e+04	7.50900e-01
4.10480e+04	7.45200e-01
4.10584e+04	7.48000e-01
4.10684e+04	7.51200e-01
4.10786e+04	7.57700e-01
4.10887e+04	7.60500e-01
4.10989e+04	7.52900e-01
4.11090e+04	7.51200e-01
4.11193e+04	7.75000e-01
4.11293e+04	7.78600e-01
4.11395e+04	7.69800e-01
4.11496e+04	7.58900e-01
4.11598e+04	7.61400e-01
4.11698e+04	7.62500e-01
4.11800e+04	7.60100e-01
4.11904e+04	7.64700e-01
4.12007e+04	7.68600e-01
4.12108e+04	7.64800e-01
4.12210e+04	7.66300e-01
4.12310e+04	7.71700e-01
4.12412e+04	7.68500e-01
4.12512e+04	7.73300e-01
4.12613e+04	7.71500e-01
4.12717e+04	7.79200e-01
4.12817e+04	7.74800e-01
4.12921e+04	7.78100e-01
4.13022e+04	7.79300e-01
4.13123e+04	7.77300e-01
4.13223e+04	7.80000e-01
4.13324e+04	7.81700e-01
4.13428e+04	7.89000e-01
4.13529e+04	8.03800e-01
4.13629e+04	7.98100e-01
4.13732e+04	7.90300e-01
4.13833e+04	7.89700e-01
4.13934e+04	7.93600e-01
4.14036e+04	7.93000e-01
4.14136e+04	8.03200e-01
4.14237e+04	7.96800e-01
4.14338e+04	7.97500e-01
4.14441e+04	7.99700e-01
4.14542e+04	8.00200e-01
4.14645e+04	8.01600e-01
4.14747e+04	8.09800e-01
4.14849e+04	8.09300e-01
4.14952e+04	8.07800e-01
4.15054e+04	8.08800e-01
4.15155e+04	8.17400e-01
4.15256e+04	8.21600e-01
4.15357e+04	8.17500e-01
4.15459e+04	8.15800e-01
4.15559e+04	8.27300e-01
4.15660e+04	8.19800e-01
4.15762e+04	8.22500e-01
4.15865e+04	8.49700e-01
4.15969e+04	8.39800e-01
4.16070e+04	8.27900e-01
4.16170e+04	8.65800e-01
4.16273e+04	8.58300e-01
4.16375e+04	8.44300e-01
4.16478e+04	8.59400e-01
4.16578e+04	8.55100e-01
4.16679e+04	8.57000e-01
4.16780e+04	8.42000e-01
4.16882e+04	8.29300e-01
4.16983e+04	8.39400e-01
4.17084e+04	8.36300e-01
4.17186e+04	8.41800e-01
4.17288e+04	8.32200e-01
4.17389e+04	8.44300e-01
4.17489e+04	8.38400e-01
4.17589e+04	8.44400e-01
4.17692e+04	8.42000e-01
4.17795e+04	8.52800e-01
4.17895e+04	8.44500e-01
4.17995e+04	8.34800e-01
4.18095e+04	8.62600e-01
4.18198e+04	8.56600e-01
4.18300e+04	8.68500e-01
4.18402e+04	8.83200e-01
4.18503e+04	8.89200e-01
4.18603e+04	8.97300e-01
4.18706e+04	9.00600e-01
4.18808e+04	8.95100e-01
4.18909e+04	8.90400e-01
4.19011e+04	8.91600e-01
4.19112e+04	8.74300e-01
4.19213e+04	8.68600e-01
4.19314e+04	8.50400e-01
4.19414e+04	8.46000e-01
4.19517e+04	8.54200e-01
4.19618e+04	8.45200e-01
4.19720e+04	8.48700e-01
4.19820e+04	8.49100e-01
4.19921e+04	8.47000e-01
4.20021e+04	8.51000e-01
4.20122e+04	8.57300e-01
4.20224e+04	8.54300e-01
4.20326e+04	8.46500e-01
4.20427e+04	8.60700e-01
4.20527e+04	8.61400e-01
4.20628e+04	8.59300e-01
4.20731e+04	8.65100e-01
4.20833e+04	8.51600e-01
4.20934e+04	8.55400e-01
4.21034e+04	8.55300e-01
4.21135e+04	8.53200e-01
4.21237e+04	8.58500e-01
4.21339e+04	8.57600e-01
4.21439e+04	8.74400e-01
4.21541e+04	8.71800e-01
4.21645e+04	8.61500e-01
4.21746e+04	8.93500e-01
4.21848e+04	8.92800e-01
4.21951e+04	8.75600e-01
4.22051e+04	8.62200e-01
4.22152e+04	8.58000e-01
4.22252e+04	8.75200e-01
4.22353e+04	8.70700e-01
4.22454e+04	8.66300e-01
4.22555e+04	8.66700e-01
4.22656e+04	8.70900e-01
4.22758e+04	8.73400e-01
4.22858e+04	8.66900e-01
4.22961e+04	8.72400e-01
4.23063e+04	8.74400e-01
4.23166e+04	8.86500e-01
4.23267e+04	8.89500e-01
4.23368e+04	8.80400e-01
4.23469e+04	8.72900e-01
4.23572e+04	8.74900e-01
4.23673e+04	8.79900e-01
4.23774e+04	8.76400e-01
4.23874e+04	8.76500e-01
4.23976e+04	8.87200e-01
4.24076e+04	8.79700e-01
4.24178e+04	8.89000e-01
4.24278e+04	8.76100e-01
4.24379e+04	8.81200e-01
4.24480e+04	8.89400e-01
4.24580e+04	8.97600e-01
