Time,"Apparent_viscosity","Gas_Density","Gas_Mobility","Gas_Pressure","Gas_Saturation","Gas_Saturation_mean","Gas_Viscosity","Permeability","Porosity","Pressure","Total_Mobility","Velocity:0","Velocity:1","Velocity:2","Water_Mobility","Water_Pressure","Water_Saturation","Water_Saturation_mean","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
50,1.47e-13,1,0,0.37485,-1.0882e-11,-1.0882e-11,2.94e-14,-13,0.25,0.37485,6.8027e+12,1,-1.2109e-14,0,6.8027e+12,0.37485,1,1,1,0.75,0.75,0,0
50,1.47e-13,1,0,0.36015,-1.2919e-11,-1.2919e-11,2.94e-14,-13,0.25,0.36015,6.8027e+12,1,7.8007e-14,0,6.8027e+12,0.36015,1,1,1,0.76,0.76,0,0
50,1.47e-13,1,0,0.34545,-7.595e-11,-7.595e-11,2.94e-14,-13,0.25,0.34545,6.8027e+12,1,-1.2109e-14,0,6.8027e+12,0.34545,1,1,1,0.77,0.77,0,0
50,1.47e-13,1,0,0.33075,-4.6958e-11,-4.6958e-11,2.94e-14,-13,0.25,0.33075,6.8027e+12,1,-2.4218e-14,0,6.8027e+12,0.33075,1,1,1,0.78,0.78,0,0
50,1.47e-13,1,0,0.31605,1.0607e-12,1.0606e-12,2.94e-14,-13,0.25,0.31605,6.8027e+12,1,-1.318e-13,0,6.8027e+12,0.31605,1,1,1,0.79,0.79,0,0
50,1.47e-13,1,0,0.30135,-2.045e-13,-2.045e-13,2.94e-14,-13,0.25,0.30135,6.8027e+12,1,-2.4218e-14,0,6.8027e+12,0.30135,1,1,1,0.8,0.8,0,0
50,1.47e-13,1,0,0.28665,-2.5081e-11,-2.5081e-11,2.94e-14,-13,0.25,0.28665,6.8027e+12,1,1.318e-13,0,6.8027e+12,0.28665,1,1,1,0.81,0.81,0,0
50,1.47e-13,1,0,0.27195,1.4213e-11,1.1085e-11,2.94e-14,-13,0.25,0.27195,6.8027e+12,1,-1.2109e-14,0,6.8027e+12,0.27195,1,1,1,0.82,0.82,0,0
50,1.47e-13,1,0,0.25725,1.7341e-11,1.7341e-11,2.94e-14,-13,0.25,0.25725,6.8027e+12,1,-7.1253e-14,0,6.8027e+12,0.25725,1,1,1,0.83,0.83,0,0
50,1.47e-13,1,0,0.24255,-3.5959e-11,-3.5959e-11,2.94e-14,-13,0.25,0.24255,6.8027e+12,1,9.8848e-14,0,6.8027e+12,0.24255,1,1,1,0.84,0.84,0,0
50,1.47e-13,1,0,0.22785,-2.2664e-11,-2.2663e-11,2.94e-14,-13,0.25,0.22785,6.8027e+12,1,5.7167e-14,0,6.8027e+12,0.22785,1,1,1,0.85,0.85,0,0
50,1.47e-13,1,0,0.21315,-5.4883e-11,-5.4883e-11,2.94e-14,-13,0.25,0.21315,6.8027e+12,1,1.4791e-28,0,6.8027e+12,0.21315,1,1,1,0.86,0.86,0,0
50,1.47e-13,1,0,0.19845,-3.1918e-11,-3.1918e-11,2.94e-14,-13,0.25,0.19845,6.8027e+12,1,2.084e-14,0,6.8027e+12,0.19845,1,1,1,0.87,0.87,0,0
50,1.47e-13,1,0,0.18375,-3.0448e-11,-3.0448e-11,2.94e-14,-13,0.25,0.18375,6.8027e+12,1,4.5058e-14,0,6.8027e+12,0.18375,1,1,1,0.88,0.88,0,0
50,1.47e-13,1,0,0.16905,-2.7716e-11,-2.7716e-11,2.94e-14,-13,0.25,0.16905,6.8027e+12,1,-1.2109e-14,0,6.8027e+12,0.16905,1,1,1,0.89,0.89,0,0
50,1.47e-13,1,0,0.15435,-2.3416e-11,-2.3416e-11,2.94e-14,-13,0.25,0.15435,6.8027e+12,1,8.7316e-15,0,6.8027e+12,0.15435,1,1,1,0.9,0.9,0,0
