"K","Sb","U:0","U:1","U:2","Ua:0","Ua:1","Ua:2","Ub:0","Ub:1","Ub:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
3.6869e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.814,0.025,2.814,0.05
3.6832e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.817,0.025,2.817,0.05
3.6794e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.82,0.025,2.82,0.05
3.6757e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.823,0.025,2.823,0.05
3.672e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.826,0.025,2.826,0.05
3.6683e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.829,0.025,2.829,0.05
3.6646e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.832,0.025,2.832,0.05
3.6609e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.835,0.025,2.835,0.05
3.6572e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.838,0.025,2.838,0.05
3.6534e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.841,0.025,2.841,0.05
3.6497e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.844,0.025,2.844,0.05
3.646e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.847,0.025,2.847,0.05
3.6423e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.85,0.025,2.85,0.05
3.6168e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.853,0.025,2.853,0.05
3.5914e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.856,0.025,2.856,0.05
3.5659e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.859,0.025,2.859,0.05
3.5405e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.862,0.025,2.862,0.05
3.515e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.865,0.025,2.865,0.05
3.4896e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.868,0.025,2.868,0.05
3.4641e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.871,0.025,2.871,0.05
3.4387e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.874,0.025,2.874,0.05
3.4132e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.877,0.025,2.877,0.05
3.3878e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.88,0.025,2.88,0.05
3.3623e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.883,0.025,2.883,0.05
3.3369e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.886,0.025,2.886,0.05
3.3114e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.889,0.025,2.889,0.05
3.286e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.892,0.025,2.892,0.05
3.2605e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.895,0.025,2.895,0.05
3.2351e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.898,0.025,2.898,0.05
3.2149e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.901,0.025,2.901,0.05
3.2051e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.904,0.025,2.904,0.05
3.1954e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.907,0.025,2.907,0.05
3.1856e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.91,0.025,2.91,0.05
3.1759e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.913,0.025,2.913,0.05
3.1661e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.916,0.025,2.916,0.05
3.1564e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.919,0.025,2.919,0.05
3.1466e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.922,0.025,2.922,0.05
3.1369e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.925,0.025,2.925,0.05
3.1271e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.928,0.025,2.928,0.05
3.1174e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.931,0.025,2.931,0.05
3.1076e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.934,0.025,2.934,0.05
3.0979e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.937,0.025,2.937,0.05
3.0881e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.94,0.025,2.94,0.05
3.0784e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.943,0.025,2.943,0.05
3.0686e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.946,0.025,2.946,0.05
3.0589e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.949,0.025,2.949,0.05
3.0834e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.952,0.025,2.952,0.05
3.125e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.955,0.025,2.955,0.05
3.1666e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.958,0.025,2.958,0.05
3.2082e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.961,0.025,2.961,0.05
3.2499e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.964,0.025,2.964,0.05
3.2915e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.967,0.025,2.967,0.05
3.3331e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.97,0.025,2.97,0.05
3.3748e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.973,0.025,2.973,0.05
3.4164e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.976,0.025,2.976,0.05
3.458e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.979,0.025,2.979,0.05
3.4996e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.982,0.025,2.982,0.05
3.5413e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.985,0.025,2.985,0.05
3.5829e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.988,0.025,2.988,0.05
3.6245e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.991,0.025,2.991,0.05
3.6662e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.994,0.025,2.994,0.05
3.7078e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.997,0.025,2.997,0.05
3.7494e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,3,0.025,3,0.05
