Time,"Apparent_viscosity","Gas_Density","Gas_Mobility","Gas_Saturation","Gas_Saturation_mean","Gas_Viscosity","Gas_pressure","Oil_Pressure","Oil_Saturation","Oil_Saturation_mean","Permeability","Porosity","Total_Mobility","Velocity:0","Velocity:1","Velocity:2","Water_Mobility","Water_Pressure","Water_Saturation","Water_Saturation_mean","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
50,0.0016196,1.165,81.101,0.039847,0.040035,3.059e-05,72098,72098,0.27981,0.27981,-12,0.25,617.45,1.4111e-05,0,0,526.25,72098,0.68034,0.68016,1,0.33397,0.33397,0.005,0
50,0.0016211,1.165,79.975,0.039553,0.039658,3.0566e-05,72023,72023,0.27982,0.27981,-12,0.25,616.85,1.4111e-05,-9.7915e-21,0,526.77,72023,0.68063,0.68053,1,0.33764,0.33764,0.005,0
50,0.0016219,1.165,79.409,0.039401,0.039449,3.0547e-05,71948,71948,0.27982,0.27982,-12,0.25,616.55,1.4111e-05,-9.7915e-21,0,527.03,71948,0.68078,0.68073,1,0.34131,0.34131,0.005,0
50,0.0016222,1.165,79.196,0.039339,0.039354,3.0533e-05,71872,71872,0.27983,0.27982,-12,0.25,616.44,1.4111e-05,-5.8749e-20,0,527.14,71872,0.68084,0.68082,1,0.34498,0.34498,0.005,0
50,0.0016222,1.165,79.166,0.039325,0.039325,3.0523e-05,71797,71797,0.27983,0.27983,-12,0.25,616.43,1.4111e-05,1.9755e-18,0,527.16,71797,0.68085,0.68085,1,0.34865,0.34865,0.005,0
50,0.0016222,1.165,79.186,0.039325,0.039325,3.0515e-05,71721,71721,0.27983,0.27983,-12,0.25,616.45,1.4111e-05,-9.7799e-19,0,527.16,71721,0.68084,0.68085,1,0.35232,0.35232,0.005,0
50,0.001622,1.165,79.287,0.039346,0.039339,3.0509e-05,71646,71646,0.27983,0.27983,-12,0.25,616.51,1.4111e-05,2.0053e-18,0,527.11,71646,0.68082,0.68083,1,0.35599,0.35599,0.005,0
50,0.0016217,1.165,79.507,0.039398,0.039379,3.0505e-05,71570,71570,0.27983,0.27983,-12,0.25,616.63,1.4111e-05,9.7915e-21,0,527.02,71570,0.68077,0.68079,1,0.35966,0.35966,0.005,0
50,0.0016212,1.165,79.874,0.039487,0.039451,3.0502e-05,71495,71495,0.27983,0.27983,-12,0.25,616.84,1.4111e-05,-1.9878e-18,0,526.86,71495,0.68068,0.68072,1,0.36333,0.36333,0.005,0
50,0.0016204,1.165,80.396,0.039614,0.03956,3.05e-05,71419,71419,0.27983,0.27983,-12,0.25,617.13,1.4111e-05,1.0096e-18,0,526.62,71419,0.68055,0.68061,1,0.367,0.367,0.005,0
50,0.0016194,1.165,81.062,0.039778,0.039705,3.05e-05,71344,71344,0.27983,0.27983,-12,0.25,617.5,1.4111e-05,-3.0035e-18,0,526.33,71344,0.68039,0.68046,1,0.37067,0.37067,0.005,0
50,0.0016183,1.165,81.846,0.039972,0.039883,3.0502e-05,71269,71269,0.27983,0.27983,-12,0.25,617.93,1.4111e-05,3.0083e-18,0,525.98,71269,0.68019,0.68028,1,0.37434,0.37434,0.005,0
50,0.0016171,1.165,82.707,0.040184,0.040084,3.0506e-05,71194,71194,0.27983,0.27983,-12,0.25,618.41,1.4111e-05,4.0087e-18,0,525.6,71194,0.67998,0.68008,1,0.37801,0.37801,0.005,0
50,0.0016158,1.165,83.563,0.040395,0.040295,3.0511e-05,71119,71119,0.27983,0.27983,-12,0.25,618.89,1.4111e-05,-4.036e-18,0,525.22,71119,0.67978,0.67987,1,0.38168,0.38168,0.005,0
50,0.0016147,1.165,84.351,0.040587,0.040494,3.0515e-05,71044,71044,0.27983,0.27983,-12,0.25,619.33,1.4111e-05,-9.7915e-21,0,524.87,71044,0.67958,0.67968,1,0.38535,0.38535,0.005,0
50,0.0016135,1.165,85.114,0.040773,0.040681,3.0518e-05,70969,70969,0.27983,0.27983,-12,0.25,619.76,1.4111e-05,2.0399e-18,0,524.54,70969,0.6794,0.67949,1,0.38902,0.38902,0.005,0
50,0.0016124,1.165,85.872,0.040957,0.040865,3.0522e-05,70895,70895,0.27983,0.27983,-12,0.25,620.18,1.4111e-05,1.0021e-18,0,524.21,70895,0.67922,0.67931,1,0.39269,0.39269,0.005,0
50,0.0016113,1.165,86.63,0.041141,0.041049,3.0527e-05,70820,70820,0.27982,0.27983,-12,0.25,620.61,1.4111e-05,-2.0076e-18,0,523.88,70820,0.67903,0.67913,1,0.39636,0.39636,0.005,0
50,0.0016102,1.165,87.394,0.041325,0.041233,3.0532e-05,70746,70746,0.27982,0.27982,-12,0.25,621.05,1.4111e-05,6.0723e-18,0,523.55,70746,0.67885,0.67894,1,0.40003,0.40003,0.005,0
