TimeStep,qw_inj,qg_inj,qw_prod,qg_prod,qo_prod
38000000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
38100000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
38200000,0.000591006,0.00236403,0.00114708,0.00157853,0.000229417
38300000,0.000591006,0.00236403,0.000543236,0.0024118,0
38400000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
38500000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
38600000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
38700000,0.000591006,0.00236403,0.00188422,0.000693965,0.000376845
38800000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
38900000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
39000000,0.000591006,0.00236403,0.00107633,0.00166344,0.000215265
39100000,0.000591006,0.00236403,0.0020861,0.000451715,0.00041722
39200000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
39300000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
39400000,0.000591006,0.00236403,0.000455221,0.00240877,9.10443e-05
39500000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
39600000,0.000591006,0.00236403,0.00101201,0.00174062,0.000202402
39700000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
39800000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
39900000,0.000591006,0.00236403,0.00228374,0.000214539,0.000456749
40000000,0.000591006,0.00236403,0.00212367,0.000406634,0.000424733
40100000,0.000591006,0.00236403,0.00246252,3.84769e-09,0.000492505
40200000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
40300000,0.000591006,0.00236403,0.00223966,0.000267436,0.000447933
40400000,0.000591006,0.00236403,0.000938767,0.00201627,-1.64037e-19
40500000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
40600000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
40700000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
40800000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
40900000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
41000000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
41100000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
41200000,0.000591006,0.00236403,0.000670022,0.00215101,0.000134004
41300000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
41400000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
41500000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
41600000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
41700000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
41800000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
41900000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
42000000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
42100000,0.000591006,0.00236403,0.000919386,0.00185177,0.000183877
42200000,0.000591006,0.00236403,0.00243238,3.6182e-05,0.000486475
42300000,0.000591006,0.00236403,0.00115683,0.00156683,0.000231367
42400000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
42500000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
42600000,0.000591006,0.00236403,0.000684506,0.00213363,0.000136901
42700000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
42800000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
42900000,0.000591006,0.00236403,0.000549393,0.00229576,0.000109879
43000000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
43100000,0.000591006,0.00236403,0.00238538,9.25721e-05,0.000477077
43200000,0.000591006,0.00236403,0.00148592,0.00117193,0.000297183
43300000,0.000591006,0.00236403,0.0011145,0.00161764,0.0002229
43400000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
43500000,0.000591006,0.00236403,0.000928993,0.00184024,0.000185799
43600000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
43700000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
43800000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
43900000,0.000591006,0.00236403,0.000734744,0.00207334,0.000146949
44000000,0.000591006,0.00236403,0.00100778,0.00194726,1.64037e-19
44100000,0.000591006,0.00236403,0.00109118,0.00186385,-1.64037e-19
44200000,0.000591006,0.00236403,0.00137902,0.00130021,0.000275804
44300000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
44400000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
44500000,0.000591006,0.00236403,0.000538748,0.00230854,0.00010775
44600000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
44700000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
44800000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
44900000,0.000591006,0.00236403,0.00102617,0.00172363,0.000205233
45000000,0.000591006,0.00236403,0.00246252,3.84769e-09,0.000492505
45100000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
45200000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
45300000,0.000591006,0.00236403,0.000549526,0.0022956,0.000109905
45400000,0.000591006,0.00236403,0.00107976,0.00165932,0.000215952
45500000,0.000591006,0.00236403,0.00106761,0.0016739,0.000213521
45600000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
45700000,0.000591006,0.00236403,0.00241793,5.35221e-05,0.000483585
45800000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
45900000,0.000591006,0.00236403,0.00246252,3.84769e-09,0.000492505
46000000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
46100000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
46200000,0.000591006,0.00236403,0.00241158,6.11384e-05,0.000482316
46300000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
46400000,0.000591006,0.00236403,0.00234625,0.000139536,0.000469249
